Date,Price,Market Value,Realized Value
10/22/17,5983.366009,1.00091E+11,32734134249
10/21/17,6011.491942,99594730157,32408582087
10/20/17,5986.716296,94809807078,32223741219
10/19/17,5697.145362,92690134598,31981670690
10/18/17,5575.494977,93135320396,31677951785
10/17/17,5599.770652,95724067841,31511371295
10/16/17,5749.403065,94812922202,31297278543
10/15/17,5700.936323,96765997719,31007919534
10/14/17,5818.697129,93744411622,30810017287
10/13/17,5635.250094,90440050364,30590485427
10/12/17,5435.651676,80079376124,30146294020
10/11/17,4819.416821,79200605426,29829554912
10/10/17,4761.455658,79378571859,29708154727
10/9/17,4773.167744,76547856415,29508880830
10/8/17,4604.119865,73625732886,29223796182
10/7/17,4427.598783,72532802767,29073592611
10/6/17,4369.856616,71704201706,28990008231
10/5/17,4312.546418,70002032501,28888732683
10/4/17,4214.449797,71607055342,28687821953
10/3/17,4310.027428,72934751276,28629227504
10/2/17,4393.075478,72868308126,28542671385
10/1/17,4393.14748,72308758016,28390529742
9/30/17,4353.732122,69068783118,28299664415
9/29/17,4164.244866,69494119330,28148925425
9/28/17,4188.279018,69757773865,28075324545
9/27/17,4204.812711,64447810605,27958927903
9/26/17,3883.544927,65105771792,27809137344
9/25/17,3925.658975,60752168130,27743823403
9/24/17,3658.570619,62748754689,27439826341
9/23/17,3782.574596,59765490762,27431482900
9/22/17,3607.990935,59833987808,27381750992
9/21/17,3605.076662,64205308880,27346457599
9/20/17,3870.115725,64697085105,27369596110
9/19/17,3900.174138,67900314704,27329306396
9/18/17,4094.146069,60873220921,27279497827
9/17/17,3680.282468,61239171268,27161639481
9/16/17,3690.87732,61529831030,27140277931
9/15/17,3712.576733,53663603321,27080998196
9/14/17,3237.625677,63921355597,26963493356
9/13/17,3859.83666,68914817018,27190312155
9/12/17,4157.706226,69716590572,27248866987
9/11/17,4213.759911,70182766442,27200308322
9/10/17,4246.066835,71594629188,27152366406
9/9/17,4325.926873,71719461556,27030571266
9/8/17,4328.007544,76814540675,26978942968
9/7/17,4627.734907,76194162280,26957151117
9/6/17,4609.829497,73067845682,26641401518
9/5/17,4407.913401,71191462348,26440218638
9/4/17,4308.141802,76470156326,26303473247
9/3/17,4622.309814,75938285252,26160376454
9/2/17,4592.42732,81422445694,26029058323
9/1/17,4920.33463,78243324183,25883011205
8/31/17,4734.528492,75691617433,25559888308
8/30/17,4576.264011,75906120264,25222057918
8/29/17,4591.273628,72483203669,25028005550
8/28/17,4382.246358,71675531008,24678217855
8/27/17,4334.482418,71823276322,24500204782
8/26/17,4336.611707,71969687795,24378349664
8/25/17,4357.060549,71395864104,24241114852
8/24/17,4314.632891,68339356971,24084804573
8/23/17,4134.466088,67590983892,23916725187
8/22/17,4089.40153,66052631435,23683887858
8/21/17,3996.326745,67050809266,23483076266
8/20/17,4058.614596,68352821739,23358262881
8/19/17,4139.137473,67716251661,23077702318
8/18/17,4099.117402,70555056674,22803579746
8/17/17,4270.144215,72331278338,22632499094
8/16/17,4382.393054,68662086301,22314820291
8/15/17,4158.039867,71407166759,22044669985
8/14/17,4322.524896,67076312503,21826730306
8/13/17,4061.881673,63868833801,21438661385
8/12/17,3868.538877,60252724672,21151523706
8/11/17,3650.094365,56416792516,20857434230
8/10/17,3418.037901,55198362225,20628726077
8/9/17,3346.885211,56391742610,20429974755
8/8/17,3418.651295,56015040629,20204349195
8/7/17,3391.901072,53259716340,19861913475
8/6/17,3229.273388,53915593965,19417149119
8/5/17,3272.153586,47348261951,19027512047
8/4/17,2850.22,46088804584,18663922574
8/3/17,2792.401001,44505213106,18277681996
8/2/17,2698.104646,45032881010,18051267838
8/1/17,2727.416392,47176574196,17893595432
7/31/17,2863.816876,45320321839,17706920198
7/30/17,2748.590776,44574395304,17199051662
7/29/17,2704.00568,45990990221,16825358678
7/28/17,2784.151118,43943926945,16581296584
7/27/17,2665.625946,41650670291,16207018716
7/26/17,2525.455266,42247509720,16056237091
7/25/17,2561.325962,45523280416,16012397068
7/24/17,2763.160188,45372675192,15879838011
7/23/17,2753.050284,46711040961,15805072304
7/22/17,2836.231958,43904779627,15756527716
7/21/17,2664.636075,47087388949,15656301706
7/20/17,2870.165354,37176749917,15596849070
7/19/17,2258.256138,38000106787,15362059845
7/18/17,2306.963441,36614065846,15330276001
7/17/17,2225.62912,31552701926,15272832006
7/16/17,1914.311995,32424416727,15167450891
7/15/17,1968.814034,36405243568,15211158477
7/14/17,2213.430182,38472325044,15271399076
7/13/17,2337.926064,39155781828,15276314198
7/12/17,2381.709724,37794654482,15250542588
7/11/17,2301.726863,38303450076,15228086546
7/10/17,2327.385122,41073025613,15211503453
7/9/17,2497.603827,41922941639,15239766997
7/8/17,2549.804642,41003440988,15226015179
7/7/17,2495.501134,42733739349,15185582143
7/6/17,2600.884055,42822260539,15126524396
7/5/17,2612.401142,42688823592,15077199345
7/4/17,2595.358847,41918678919,14993496385
7/3/17,2549.377813,41269793151,14934899044
7/2/17,2512.017006,39474402882,14857117015
7/1/17,2395.393977,40206841634,14803768952
6/30/17,2449.051745,41313994125,14786868625
6/29/17,2519.112997,41911295369,14720444532
6/28/17,2553.095089,42081876428,14660520421
6/27/17,2562.075903,39569764037,14588235787
6/26/17,2411.443798,41018683043,14524703330
6/25/17,2492.420728,41809592130,14515499460
6/24/17,2550.616827,44045843655,14502471097
6/23/17,2683.337824,44077366867,14488772774
6/22/17,2685.9744,43384671273,14416101096
6/21/17,2643.446066,44766022038,14311153484
6/20/17,2730.070221,42572065619,14252268662
6/19/17,2588.556967,41124474957,14123032345
6/18/17,2505.722969,43147961237,14005532093
6/17/17,2629.181335,40672299637,13908670415
6/16/17,2480.595563,39556333138,13837060898
6/15/17,2414.512735,40101170725,13747158808
6/14/17,2448.540292,44406910640,13719151421
6/13/17,2702.655087,43445754612,13689118280
6/12/17,2649.391518,48600871085,13531642783
6/11/17,2959.130789,47540388020,13388008892
6/10/17,2881.237238,46101241860,13258693676
6/9/17,2812.023315,45938342743,13094619060
6/8/17,2801.546253,43914469707,12968040761
